student_id,gender,archetype,Algorithm_&_Program_Design_Minor1,Algorithm_&_Program_Design_Minor2,Algorithm_&_Program_Design_EndSem,Database_Management_Systems_Minor1,Database_Management_Systems_Minor2,Database_Management_Systems_EndSem,Programming_with_Java_Minor1,Programming_with_Java_Minor2,Programming_with_Java_EndSem,Digital_Logic_&_Computer_Architecture_Minor1,Digital_Logic_&_Computer_Architecture_Minor2,Digital_Logic_&_Computer_Architecture_EndSem,Software_Engineering_Minor1,Software_Engineering_Minor2,Software_Engineering_EndSem,Theoretical_Computer_Science_Minor1,Theoretical_Computer_Science_Minor2,Theoretical_Computer_Science_EndSem,Advanced_Data_Structures_Minor1,Advanced_Data_Structures_Minor2,Advanced_Data_Structures_EndSem,Data_Communication_&_Networks_Minor1,Data_Communication_&_Networks_Minor2,Data_Communication_&_Networks_EndSem,Operating_Systems_&_Shell_Programming_Minor1,Operating_Systems_&_Shell_Programming_Minor2,Operating_Systems_&_Shell_Programming_EndSem,AI_&_ML_Minor1,AI_&_ML_Minor2,AI_&_ML_EndSem,Software_Testing_&_QA_Minor1,Software_Testing_&_QA_Minor2,Software_Testing_&_QA_EndSem,Analysis_&_Design_of_Algorithms_Minor1,Analysis_&_Design_of_Algorithms_Minor2,Analysis_&_Design_of_Algorithms_EndSem,Data_Mining_&_Warehousing_Minor1,Data_Mining_&_Warehousing_Minor2,Data_Mining_&_Warehousing_EndSem,Information_&_Cybersecurity_Minor1,Information_&_Cybersecurity_Minor2,Information_&_Cybersecurity_EndSem,Cloud_Computing_Minor1,Cloud_Computing_Minor2,Cloud_Computing_EndSem,Algorithm_&_Program_Design_IsWeak,Database_Management_Systems_IsWeak,Programming_with_Java_IsWeak,Digital_Logic_&_Computer_Architecture_IsWeak,Software_Engineering_IsWeak,Theoretical_Computer_Science_IsWeak,Advanced_Data_Structures_IsWeak,Data_Communication_&_Networks_IsWeak,Operating_Systems_&_Shell_Programming_IsWeak,AI_&_ML_IsWeak,Software_Testing_&_QA_IsWeak,Analysis_&_Design_of_Algorithms_IsWeak,Data_Mining_&_Warehousing_IsWeak,Information_&_Cybersecurity_IsWeak,Cloud_Computing_IsWeak
MCA23_2281,Male,average,13,12,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,39,17,12,45,10,11,47,0,0,0,11,13,44,0,0,0,14,18,51,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1
MCA23_2282,Male,average,0,0,0,11,15,32,10,10,31,11,15,24,0,0,0,0,0,0,0,0,0,18,13,52,12,16,27,5,10,42,8,12,21,8,7,30,0,0,0,14,18,29,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,1
MCA23_2283,Female,struggling,0,0,0,0,0,0,0,0,0,6,4,30,8,8,23,7,8,24,9,9,10,3,7,16,7,2,27,0,7,25,0,0,0,11,8,27,0,0,0,4,2,33,3,10,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2284,Male,average,0,0,0,0,0,0,0,0,0,0,0,0,12,17,47,13,20,47,0,0,0,15,12,53,9,7,21,19,16,46,11,6,30,9,9,36,8,15,28,0,0,0,12,10,31,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0
MCA23_2285,Female,specializedai,9,10,40,19,17,52,12,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,53,0,0,0,0,0,0,9,14,54,18,17,52,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
MCA23_2286,Female,struggling,0,0,0,9,6,24,0,0,0,4,0,20,8,1,4,6,4,12,5,6,14,0,0,0,8,1,25,6,6,17,0,0,0,4,3,29,10,7,24,10,6,18,0,5,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2287,Male,average,9,20,54,11,7,59,0,0,0,13,13,52,19,13,26,0,0,0,16,19,44,5,14,37,13,13,38,6,9,50,12,16,47,0,0,0,17,11,40,10,11,56,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1
MCA23_2288,Male,highachiever,16,15,60,17,14,45,17,14,56,0,0,0,20,14,45,15,14,49,0,0,0,18,15,55,0,0,0,16,15,51,19,16,45,0,0,0,0,0,0,0,0,0,15,14,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_2289,Female,average,13,20,28,11,15,37,0,0,0,12,14,41,0,0,0,0,0,0,14,19,42,0,0,0,13,11,44,9,8,32,14,18,37,11,13,43,0,0,0,11,12,32,11,14,47,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
MCA23_2290,Female,highachiever,0,0,0,16,16,54,16,17,53,17,15,51,0,0,0,15,17,48,19,18,54,0,0,0,0,0,0,18,14,60,0,0,0,18,18,56,18,14,60,17,15,55,17,17,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_2291,Male,struggling,0,0,0,8,0,28,0,0,0,6,6,21,7,8,13,10,11,13,0,0,0,7,11,30,10,5,19,9,12,24,0,0,0,0,0,0,4,0,18,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2292,Male,forced_weak,0,0,0,4,10,0,5,6,30,4,5,25,5,3,11,0,4,24,8,6,8,5,5,12,0,0,0,8,4,12,0,0,0,6,3,3,0,0,0,6,3,15,6,8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2293,Male,average,16,11,25,0,0,0,8,20,34,7,10,44,12,20,37,0,0,0,16,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,49,0,0,0,11,5,49,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1
MCA23_2294,Female,highachiever,0,0,0,18,15,53,17,17,60,0,0,0,0,0,0,17,14,55,0,0,0,18,17,52,0,0,0,16,16,45,0,0,0,0,0,0,18,17,45,0,0,0,18,16,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_2295,Female,forced_weak,4,7,26,1,7,20,4,3,13,7,7,6,0,0,0,0,0,0,4,0,24,0,0,0,0,0,0,1,4,40,0,0,0,0,0,0,0,0,0,0,0,0,4,2,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2296,Female,average,15,10,26,10,12,30,7,17,36,9,9,39,17,17,51,0,0,0,12,16,40,13,16,53,0,0,0,0,0,0,12,20,47,10,14,28,14,18,48,13,14,47,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
MCA23_2297,Male,average,0,0,0,12,17,51,16,10,30,5,12,48,0,0,0,7,8,38,13,16,31,0,0,0,11,12,46,8,17,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
MCA23_2298,Male,forced_weak,4,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,8,5,15,3,3,17,4,4,23,0,0,0,6,3,17,4,9,22,10,3,15,0,0,0,2,8,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2299,Male,highachiever,0,0,0,0,0,0,0,0,0,17,15,46,15,19,51,16,19,60,0,0,0,15,18,55,15,18,45,19,17,52,15,18,52,17,14,58,0,0,0,0,0,0,18,16,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_2300,Female,forced_weak,0,0,0,10,4,6,5,8,17,1,7,36,0,9,30,3,5,18,4,2,6,0,0,0,6,8,7,0,6,11,0,4,27,9,0,0,0,0,0,0,9,34,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2301,Female,struggling,4,5,21,10,4,17,9,0,32,6,5,25,0,0,0,0,0,0,0,0,0,7,2,11,0,0,0,8,4,5,11,8,5,3,3,13,5,7,17,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2302,Female,average,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,45,0,0,0,0,0,0,0,0,0,0,0,0,17,19,35,12,11,29,14,16,26,7,14,53,11,19,42,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
MCA23_2303,Female,forced_weak,2,4,24,7,4,40,0,0,0,0,1,13,0,0,0,5,0,10,0,0,0,6,2,13,0,0,0,8,4,16,0,0,0,0,0,0,9,4,16,8,3,18,5,7,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2304,Male,specializedai,13,14,33,0,0,0,0,0,0,0,0,0,0,0,0,15,11,46,18,16,56,17,17,57,10,20,49,17,16,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
MCA23_2305,Female,forced_weak,10,0,17,6,4,17,3,7,30,7,6,27,0,1,17,0,1,33,0,0,0,0,0,0,3,7,18,1,4,28,0,0,0,0,0,0,3,6,29,6,2,15,6,4,38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2306,Male,average,0,0,0,16,13,46,11,17,36,11,17,60,0,0,0,18,18,57,17,13,48,8,17,28,19,7,24,11,14,32,12,12,30,14,20,35,12,9,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
MCA23_2307,Male,average,0,0,0,12,12,48,15,20,42,20,16,36,10,13,56,5,8,54,0,0,0,9,14,49,0,0,0,16,11,37,10,15,52,11,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
MCA23_2308,Male,specializedai,0,0,0,18,16,54,0,0,0,15,13,46,0,0,0,0,0,0,0,0,0,18,14,53,9,13,20,0,0,0,11,16,50,0,0,0,0,0,0,8,17,24,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
MCA23_2309,Male,specializedai,12,12,34,0,0,0,12,9,33,0,0,0,15,5,45,0,0,0,18,18,55,0,0,0,0,0,0,18,18,55,13,16,31,14,15,51,18,17,60,9,7,48,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0
MCA23_2310,Female,highachiever,18,17,57,17,14,55,18,14,48,17,14,48,17,20,58,0,0,0,18,14,50,0,0,0,19,16,60,15,16,59,16,14,54,15,16,54,0,0,0,20,14,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_2311,Female,forced_weak,0,0,0,4,5,26,8,4,25,8,8,2,0,0,0,6,7,15,0,0,0,0,0,0,6,3,23,10,6,29,0,0,0,0,0,0,3,9,20,2,2,19,1,6,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2312,Male,average,12,16,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,42,14,12,27,7,15,41,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0
MCA23_2313,Female,highachiever,15,14,53,17,17,47,17,15,55,15,14,60,15,18,50,17,14,45,0,0,0,16,15,60,16,14,49,17,16,45,16,14,56,0,0,0,19,14,45,0,0,0,15,14,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_2314,Female,forced_weak,9,8,27,2,9,19,0,0,0,7,0,4,0,0,0,2,2,29,5,4,13,3,4,37,0,0,0,0,0,0,0,0,0,1,7,40,0,0,0,0,0,0,4,1,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2315,Male,average,11,15,40,8,11,43,0,0,0,13,20,51,0,0,0,0,0,0,0,0,0,5,11,39,18,13,21,0,0,0,10,10,37,0,0,0,0,0,0,11,17,38,8,5,28,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1
MCA23_2316,Female,average,10,11,52,14,10,20,0,0,0,14,14,36,15,20,60,14,12,31,11,12,40,14,14,37,9,9,36,9,13,44,13,15,39,0,0,0,0,0,0,0,0,0,14,6,27,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
MCA23_2317,Male,forced_weak,0,0,0,2,5,32,7,9,0,0,0,0,0,0,0,1,3,27,0,0,0,0,0,0,0,0,0,0,0,0,2,7,23,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2318,Female,average,0,0,0,0,0,0,18,6,47,5,13,37,15,19,41,14,15,27,10,20,33,0,0,0,0,0,0,0,0,0,13,12,33,10,16,45,19,10,36,11,20,29,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
MCA23_2319,Female,highachiever,15,16,46,0,0,0,0,0,0,19,14,49,0,0,0,0,0,0,18,14,46,0,0,0,16,15,52,0,0,0,15,20,50,19,16,54,15,17,45,16,16,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_2320,Male,average,11,12,59,0,0,0,0,0,0,0,0,0,20,15,46,0,0,0,6,16,45,12,10,46,10,13,33,14,10,20,14,8,29,0,0,0,12,20,37,0,0,0,11,16,59,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0
MCA23_2321,Male,struggling,0,0,0,9,5,17,0,0,0,7,4,22,6,6,20,0,0,0,10,6,34,0,0,0,9,6,35,6,4,20,11,7,17,12,9,16,12,9,21,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2322,Male,highachiever,20,16,54,15,18,55,15,15,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,54,0,0,0,17,18,45,16,19,60,15,17,51,15,17,51,20,16,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_2323,Male,forced_weak,0,0,0,0,7,36,7,9,10,0,0,29,2,10,15,5,10,13,0,5,24,3,8,1,0,0,0,3,7,20,6,1,25,2,0,37,2,4,12,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2324,Female,forced_weak,0,4,22,4,0,20,0,0,0,0,0,0,0,0,0,7,2,14,2,1,13,8,7,7,0,0,0,8,6,16,2,2,14,0,4,19,10,8,6,8,9,12,5,5,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2325,Female,specializedai,11,14,50,16,19,54,6,15,39,5,10,48,11,16,43,10,20,47,17,20,52,0,0,0,0,0,0,17,14,58,15,14,36,11,10,43,18,14,56,0,0,0,16,17,59,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
MCA23_2326,Male,highachiever,20,14,49,17,15,58,20,17,59,15,17,60,15,14,56,20,14,49,0,0,0,18,15,54,0,0,0,0,0,0,0,0,0,0,0,0,17,18,48,16,14,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_2327,Female,average,9,17,35,0,0,0,0,0,0,0,0,0,0,0,0,18,5,46,0,0,0,0,0,0,0,0,0,0,0,0,11,16,38,11,18,25,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0
MCA23_2328,Female,average,20,13,40,0,0,0,0,0,0,15,11,40,19,7,30,17,20,54,10,9,35,0,0,0,0,0,0,0,0,0,13,9,41,9,8,28,0,0,0,10,12,45,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0
MCA23_2329,Female,forced_weak,4,5,15,5,2,19,0,0,0,0,0,0,0,4,38,9,9,20,0,0,0,3,1,15,5,6,18,0,0,0,0,0,0,0,0,0,0,0,0,6,2,13,2,4,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2330,Male,average,11,12,47,0,0,0,14,11,37,8,15,59,9,6,20,18,7,58,0,0,0,13,13,32,15,16,42,12,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0
MCA23_2331,Female,highachiever,20,19,50,17,14,56,0,0,0,17,16,58,15,14,60,16,18,60,15,14,48,0,0,0,17,16,56,0,0,0,16,16,52,20,16,60,20,14,47,17,17,60,15,15,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_2332,Female,specializedai,0,0,0,17,17,56,13,6,30,12,20,56,14,18,23,15,11,38,0,0,0,0,0,0,8,14,28,0,0,0,0,0,0,19,19,53,17,19,51,8,11,31,18,14,56,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
MCA23_2333,Male,highachiever,0,0,0,17,17,56,15,18,55,20,17,55,0,0,0,0,0,0,18,15,57,16,14,45,17,15,60,0,0,0,0,0,0,15,17,51,15,14,60,0,0,0,20,16,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_2334,Male,struggling,0,5,13,8,6,26,9,7,19,4,5,12,2,2,19,12,9,20,8,3,24,0,0,0,8,2,33,0,0,0,4,3,18,12,2,20,4,5,28,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2335,Male,specializedai,10,9,42,19,19,59,13,11,31,20,9,31,11,19,34,0,0,0,17,17,58,0,0,0,8,7,39,0,0,0,0,0,0,0,0,0,18,16,56,16,14,48,16,17,53,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
MCA23_2336,Male,struggling,7,3,10,5,8,23,9,3,22,0,0,0,0,0,0,0,0,0,5,1,20,0,0,0,0,0,0,9,3,31,0,0,0,6,9,18,8,6,20,0,0,0,2,5,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2337,Male,average,16,12,25,17,11,34,0,0,0,14,9,25,0,0,0,0,0,0,13,11,35,9,12,60,15,17,54,0,0,0,0,0,0,0,0,0,7,16,37,14,14,36,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
MCA23_2338,Female,average,0,0,0,14,13,42,18,6,38,0,0,0,12,13,33,14,13,30,0,0,0,13,9,49,8,11,44,0,0,0,0,0,0,14,5,34,0,0,0,5,11,45,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1
MCA23_2339,Female,average,12,19,46,0,0,0,0,0,0,11,11,50,0,0,0,0,0,0,0,0,0,0,0,0,15,13,49,9,14,31,0,0,0,0,0,0,0,0,0,11,16,44,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
MCA23_2340,Male,specializedai,14,11,53,0,0,0,15,14,33,11,15,30,17,10,34,15,20,29,0,0,0,19,20,60,13,20,49,0,0,0,6,13,31,13,13,56,18,15,51,8,20,42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
MCA23_2341,Male,highachiever,0,0,0,17,18,53,17,14,54,0,0,0,19,14,53,0,0,0,15,17,55,15,15,57,0,0,0,15,18,52,15,17,47,19,17,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_2342,Female,forced_weak,0,0,0,2,7,3,6,3,32,4,4,21,0,0,0,5,6,16,1,1,20,2,4,32,0,0,0,0,6,34,7,3,28,4,6,40,0,0,0,0,0,0,7,5,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2343,Female,highachiever,15,15,49,0,0,0,15,20,46,17,16,54,15,18,52,0,0,0,18,15,53,16,16,47,17,15,59,16,17,60,0,0,0,0,0,0,18,17,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_2344,Female,struggling,0,0,0,0,0,0,0,0,0,6,0,19,0,0,0,11,2,26,0,0,0,0,0,0,12,5,33,0,0,0,12,2,23,7,11,20,0,0,0,11,10,16,0,7,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2345,Male,struggling,0,0,0,0,0,0,0,0,0,8,2,31,6,8,15,0,0,0,8,5,17,0,0,0,0,0,0,0,0,0,9,7,22,0,0,0,11,3,24,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2346,Female,average,0,0,0,0,0,0,14,13,48,0,0,0,14,17,58,7,17,26,0,0,0,12,19,20,9,13,37,5,14,29,0,0,0,0,0,0,18,16,34,7,5,27,20,10,46,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
MCA23_2347,Male,specializedai,0,0,0,0,0,0,0,0,0,16,20,20,13,6,51,0,0,0,20,18,51,0,0,0,0,0,0,0,0,0,15,16,46,12,7,21,0,0,0,0,0,0,15,17,60,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
MCA23_2348,Male,forced_weak,0,0,0,0,0,0,4,3,28,9,7,34,7,10,26,0,0,0,2,6,30,0,0,0,7,8,39,6,8,9,0,0,0,4,7,17,0,9,25,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2349,Male,average,20,15,41,14,8,42,10,10,39,12,16,46,11,11,60,13,11,29,0,0,0,14,12,36,16,14,45,0,0,0,0,0,0,13,15,35,11,16,44,0,0,0,5,8,32,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1
MCA23_2350,Male,average,13,20,29,13,14,35,12,14,41,16,6,47,16,13,27,13,13,37,5,14,23,17,7,41,0,0,0,0,0,0,0,0,0,0,0,0,11,9,57,12,16,55,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0
MCA23_2351,Male,forced_weak,0,0,0,2,2,22,5,3,23,0,0,0,4,0,13,0,0,0,0,0,0,8,5,19,8,7,27,0,0,0,5,0,8,0,0,0,6,8,16,0,0,0,0,6,37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2352,Male,forced_weak,9,6,19,5,5,17,4,6,10,9,5,24,0,0,0,7,6,40,0,0,0,6,4,32,0,0,0,1,0,0,7,1,40,5,3,10,0,0,0,6,3,14,5,6,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2353,Male,specializedai,0,0,0,0,0,0,0,0,0,8,10,43,13,11,24,9,14,47,18,17,60,18,18,49,0,0,0,16,19,59,14,14,55,15,14,34,18,14,51,0,0,0,18,17,54,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
MCA23_2354,Male,highachiever,17,18,58,19,17,53,19,14,46,0,0,0,15,17,48,0,0,0,16,16,52,20,15,56,0,0,0,15,14,60,17,16,55,15,14,48,15,16,55,17,14,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_2355,Female,forced_weak,0,3,23,10,8,40,10,6,8,5,2,2,7,2,18,0,0,0,4,1,32,0,0,0,9,5,15,3,7,11,4,9,27,0,0,3,9,3,15,5,9,20,4,3,35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2356,Female,average,12,10,60,7,8,29,20,6,32,0,0,0,0,0,0,10,20,49,16,6,40,10,17,33,0,0,0,16,13,38,9,16,28,12,20,51,0,0,0,16,10,60,19,13,27,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
MCA23_2357,Male,average,11,15,37,0,0,0,9,15,39,15,6,52,18,11,24,0,0,0,0,0,0,0,0,0,13,13,56,19,19,40,14,20,40,0,0,0,14,15,53,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
MCA23_2358,Male,average,13,10,44,0,0,0,0,0,0,20,7,56,0,0,0,16,14,20,5,20,20,14,9,28,0,0,0,12,20,41,10,15,27,0,0,0,0,0,0,16,17,37,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1
MCA23_2359,Female,specializedai,8,11,42,0,0,0,13,12,27,7,8,27,12,10,30,14,14,58,18,14,54,17,16,60,8,19,47,17,16,58,0,0,0,0,0,0,17,15,57,10,15,50,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
MCA23_2360,Male,forced_weak,3,4,10,2,2,25,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,5,3,23,0,0,0,1,10,34,0,0,14,0,0,0,5,3,10,2,7,11,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2361,Female,forced_weak,0,0,0,0,0,0,7,5,32,2,3,23,8,6,1,8,2,14,0,0,0,8,3,18,0,0,0,0,0,0,0,0,0,0,0,0,3,5,17,7,9,31,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2362,Female,average,15,19,30,9,15,24,14,12,33,0,0,0,7,17,36,0,0,0,0,0,0,18,19,38,12,9,53,0,0,0,0,0,0,0,0,0,14,13,35,15,20,45,6,9,32,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
MCA23_2363,Female,average,0,0,0,8,17,29,0,0,0,0,0,0,0,0,0,14,13,37,0,0,0,0,0,0,0,0,0,0,0,0,17,20,46,10,12,32,20,17,46,20,17,52,15,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_2364,Female,forced_weak,0,0,0,4,9,10,0,0,0,0,0,0,4,8,14,2,10,13,3,3,4,0,0,0,3,1,18,0,0,0,0,0,0,8,0,20,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2365,Male,average,13,19,31,20,13,44,0,0,0,0,0,0,20,12,49,14,16,43,0,0,0,18,16,36,13,17,46,0,0,0,0,0,0,0,0,0,11,16,42,12,18,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MCA23_2366,Female,struggling,0,0,0,8,11,24,0,0,0,8,6,25,8,5,25,6,6,18,2,8,25,0,0,0,0,0,0,4,5,24,0,0,0,0,0,0,11,5,17,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2367,Male,forced_weak,0,0,0,4,7,31,0,0,0,9,0,33,0,0,0,0,0,0,4,5,20,0,0,0,10,3,17,3,8,21,1,6,15,4,1,22,8,7,27,0,0,0,3,5,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2368,Male,specializedai,6,18,38,0,0,0,0,0,0,0,0,0,14,15,31,16,14,45,18,14,55,0,0,0,0,0,0,16,16,50,0,0,0,12,12,42,0,0,0,20,17,41,17,18,53,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MCA23_2369,Male,average,11,16,36,16,13,53,11,14,35,0,0,0,16,13,33,9,15,39,0,0,0,15,8,60,13,13,48,16,12,34,14,15,20,11,9,43,12,10,43,0,0,0,6,13,31,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1
MCA23_2370,Female,average,13,12,42,20,20,56,12,15,40,0,0,0,0,0,0,13,15,41,9,20,38,16,15,29,12,17,36,13,14,36,15,13,36,0,0,0,0,0,0,9,17,47,14,10,32,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
MCA23_2371,Male,average,0,0,0,15,8,42,5,16,25,6,15,46,0,0,0,19,14,32,0,0,0,15,20,55,15,14,35,0,0,0,0,0,0,14,20,42,0,0,0,10,20,24,8,15,43,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
MCA23_2372,Female,average,0,0,0,12,20,49,5,17,32,0,0,0,7,14,30,8,13,36,11,9,44,12,20,37,0,0,0,19,14,40,14,7,46,9,10,51,0,0,0,0,0,0,18,9,45,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0
MCA23_2373,Female,specializedai,0,0,0,0,0,0,10,9,26,0,0,0,7,13,44,0,0,0,19,19,59,0,0,0,13,17,53,18,18,54,0,0,0,10,15,38,19,16,58,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
MCA23_2374,Male,struggling,10,5,27,6,4,22,0,0,0,6,7,28,0,0,0,9,11,17,4,12,6,10,7,22,7,6,22,0,0,0,9,2,27,7,3,15,3,2,13,6,7,35,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2375,Male,average,0,0,0,0,0,0,14,15,49,0,0,0,9,15,47,10,8,54,10,19,48,14,9,20,0,0,0,0,0,0,9,10,48,11,11,60,13,13,43,14,12,20,14,16,55,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
